Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.678118706,-229.081,65.94572,9.50707,1.343995,0.1249546,2.020991,-24.38507,16.82879,9.688067,890.5692
0.698137283,-52.8889,129.8478,20.84455,-0.08502631,-1.168616,-0.8762746,-24.38507,16.82879,9.688067,890.5692
0.718155861,182.2802,101.7356,1.765884,0.5016595,-0.5170347,-1.081202,-24.38507,16.82879,9.688067,890.5692
0.738173485,93.07598,-19.0405,-8.108699,0.7030776,0.158952,1.712085,-15.60353,12.32372,11.06054,890.5692
0.758192063,-249.5198,-11.30374,7.983214,0.650897,-1.067018,0.8379681,-15.60353,12.32372,11.06054,890.5692
0.778210640,132.1682,6.354966,-1.708506,1.193536,-1.66609,-0.9055383,-22.58434,18.17939,16.17642,890.5692
0.798228264,200.6874,5.350959,-7.499157,-0.02979238,-0.9588407,0.2150505,-22.58434,18.17939,16.17642,890.5692
0.818246842,-334.5377,93.23109,31.63345,2.41046,-1.774085,0.9084189,-6.234903,48.8567,14.66338,890.5692
0.838265419,29.72808,-115.1889,-3.476178,0.2063655,0.3803267,0.002685968,-6.234903,48.8567,14.66338,890.5692
0.858283043,298.0178,-17.68214,-21.03099,0.7274462,1.644988,2.773306,-6.234903,48.8567,14.66338,890.5692
0.878301620,110.7444,161.0901,11.45761,-0.3753438,-1.505796,-1.467889,-13.81755,10.87473,13.68493,890.5692
0.898319721,258.8025,34.23092,-6.09721,0.176182,-1.222697,-0.6010456,-13.81755,10.87473,13.68493,890.5692
0.918338299,-53.50453,-171.7677,-3.232362,0.3482578,1.242801,5.067008,-23.08513,30.41427,19.19038,890.5692
0.938356400,231.8996,156.7788,-3.232362,-0.8685111,2.728057,1.293836,-23.08513,30.41427,19.19038,890.5692
0.958374500,531.5862,154.948,-10.79068,-1.265984,-0.6149703,-2.425068,-23.08513,30.41427,19.19038,890.5692
0.978393078,86.85816,25.54921,3.533556,0.4530387,-0.7106612,1.750994,-12.8444,25.23644,13.73224,890.5692
0.998410702,-79.11456,-46.20774,3.655465,0.671755,-1.668417,0.1615219,-12.8444,25.23644,13.73224,890.5692
1.018429279,415.787,101.4994,-13.65553,0.8526482,1.823501,3.823035,-16.55236,28.51395,21.85594,890.5692
1.038447857,161.5951,1017.154,38.33842,3.948425,-2.111406,-2.03723,-16.55236,28.51395,21.85594,890.5692
1.058466434,50.16686,1934.521,37.97269,16.01847,-1.655321,-15.78331,-16.55236,28.51395,21.85594,890.5692
1.078484058,-121.1618,1934.521,67.65739,-4.879435,0.7419403,-15.82627,-10.53672,23.82723,-12.43647,890.5692
1.098502636,68.2047,160.7358,-19.0195,-1.262523,0.6391029,-2.119973,-10.53672,23.82723,-12.43647,890.5603
1.118521214,-200.2082,-33.0966,19.19879,1.107559,-1.317415,-0.3647203,2.031063,8.936979,-32.95197,890.5603
1.138538837,209.7986,68.83962,-10.42496,0.2435095,1.332569,2.223829,2.031063,8.936979,-32.95197,890.562
1.158557415,56.2,6.000611,4.691687,0.3036971,0.1624235,0.5176226,2.031063,8.936979,-32.95197,890.562
1.178575516,-160.9312,46.33806,10.42138,-0.07243592,0.1529882,-1.317486,6.820087,26.03443,-13.95489,890.562
1.198593617,15.13775,-35.3999,5.484091,-0.5466763,-0.7457164,-3.868983,6.820087,26.03443,-13.95489,890.562
1.218612194,6.642115,37.89259,-0.2456049,-0.7163946,-1.015992,-3.987679,14.03354,29.87053,-10.45924,890.5639
1.238630295,205.5508,62.46123,-4.634309,-0.0456857,0.5500512,-0.6619138,14.03354,29.87053,-10.45924,890.5639
1.258648872,-120.9771,75.86768,-0.1236965,-0.6241394,-0.6000967,-0.8620752,14.03354,29.87053,-10.45924,890.5639
1.278666496,124.1035,83.72255,2.558289,-0.04162867,1.211526,-1.26563,16.55457,30.56172,-10.87026,890.5639
1.298685074,107.2354,12.91054,-9.5716,0.2824174,-0.5732338,-0.8040528,16.55457,30.56172,-10.87026,890.5656
1.318703652,24.49526,25.90357,3.106877,-1.770419,-0.8051205,1.898608,13.64509,30.23335,-7.538409,890.5656
1.338721275,-219.3541,158.7278,12.49383,-0.5061423,-0.05598693,-3.509026,13.64509,30.23335,-7.538409,890.5674
1.358739853,-368.1509,208.1013,10.72615,-0.7418661,-0.8833683,-3.204978,13.64509,30.23335,-7.538409,890.5674
1.378758431,184.8658,11.0797,-0.3675133,0.2716093,0.8649359,-0.1356232,18.695,32.66863,-11.71625,890.5674
1.398777008,33.11403,107.6415,1.70493,0.03474837,0.6185167,-1.363069,18.695,32.66863,-11.71625,890.5674
1.418794632,97.38536,-59.79136,-10.30305,0.8592995,-0.3756273,-1.071709,9.631769,31.03713,-7.136699,890.5674
1.438813210,194.408,-12.60305,0.6077541,-0.7129338,0.1929825,-1.156271,9.631769,31.03713,-7.136699,890.5674
1.458831310,-135.8137,77.93475,4.935503,0.1105877,-0.55822,-0.1652853,9.631769,31.03713,-7.136699,890.5674
1.478849411,-61.50766,1926.252,8.958482,16.00315,4.987571,-7.5671,20.27287,26.9219,-20.301,890.5674
1.498867512,-151.1428,1934.521,81.37209,7.795451,2.508508,-15.77354,20.27287,26.9219,-20.301,890.5639
1.518886089,30.22058,261.6089,5.849816,-1.679061,1.668762,-1.519917,25.80116,12.79388,-15.56255,890.5639
1.538904190,-174.0441,-196.3363,27.06188,-2.530037,2.462059,1.686174,25.80116,12.79388,-15.56255,890.5639
1.558922291,-300.0627,-7.937366,24.07513,-0.04486316,-3.670699,-0.7997694,-30.18353,25.24286,-3.651547,890.5639
1.578940869,-537.448,-225.8069,24.80658,0.4537608,2.020609,4.562632,-30.18353,25.24286,-3.651547,890.5639
1.598959446,103.1107,169.2994,-14.14317,-0.4872652,-0.7591268,1.312481,-30.18353,25.24286,-3.651547,890.5639
1.618977070,174.3386,178.3354,7.068901,-1.280185,0.1247626,-2.937366,-23.6105,11.35773,12.72799,890.5639
1.638995648,-490.722,-276.4206,-21.33576,3.955036,-1.11687,6.998009,-23.6105,11.35773,12.72799,890.5639
1.659014225,170.6449,97.36523,-0.6113302,-2.037478,-1.204955,-2.631799,-21.84741,18.16465,16.61835,890.5656
1.679031849,96.95442,48.10984,13.95673,-0.5166829,0.5670303,2.924415,-21.84741,18.16465,16.61835,890.5656
1.699050427,-180.2619,253.8131,24.3799,-0.03211747,2.309597,3.566418,-21.84741,18.16465,16.61835,890.5626
1.719069004,150.4523,-61.38597,-23.83489,0.4749595,-1.381835,-0.1942005,-7.152121,37.01577,11.20243,890.5626
1.739086628,-501.9879,-135.8596,16.82158,5.484325,-2.444368,5.913301,-7.152121,37.01577,11.20243,890.5608
1.759105206,-23.89293,-54.83039,-9.632554,-0.02679055,-0.7407761,0.8294538,-21.19589,19.24303,19.61259,890.5608
1.779123306,-139.6921,-211.6326,-8.535378,-3.11437,2.59093,2.64978,-21.19589,19.24303,19.61259,890.562
1.799141884,232.7615,263.5579,5.910771,-0.05561482,0.2311697,-0.7157946,-21.19589,19.24303,19.61259,890.562
1.819159985,572.5254,75.74955,-5.67053,-0.6641425,-1.302979,-1.248227,-11.46359,28.82056,14.1274,890.562
1.839178086,199.6408,-23.94242,0.7296625,0.9993382,0.99932,3.535478,-11.46359,28.82056,14.1274,890.562
1.859196663,60.20156,113.0159,16.88253,-0.2940567,-0.8751968,-0.8078032,-17.22572,24.19971,17.11124,890.559
1.879214287,220.449,135.8128,8.714665,1.145601,-0.04800816,2.110271,-17.22572,24.19971,17.11124,890.559
1.899232864,489.4774,1774.293,11.64047,11.05772,-1.804798,2.057879,-17.22572,24.19971,17.11124,890.559
1.919251442,47.76592,1934.521,88.62565,10.83716,1.16982,-15.77307,-6.006112,32.32354,0.875102,890.559
1.939269066,173.723,774.4792,29.62196,-10.17768,0.5590676,-15.19875,-6.006112,32.32354,0.875102,890.559
1.959287643,-60.39954,-46.8574,-12.19263,-1.198485,0.2090479,-0.9865749,3.705027,25.89064,-41.91019,890.5519
1.979306221,-153.2359,97.77865,20.84455,0.6834475,-0.359224,-1.169691,3.705027,25.89064,-41.91019,890.5519
1.999323845,129.0285,43.62134,-4.268583,-0.01031259,-0.74348,-1.543091,3.705027,25.89064,-41.91019,890.5519
2.019342422,9.597118,-37.93945,-4.268583,-0.2810844,0.1878511,1.522402,0.3999294,15.75484,-16.21682,890.5519
2.039361000,-172.0125,29.80148,8.836574,-0.04631919,0.4300542,-1.698706,0.3999294,15.75484,-16.21682,890.5554
2.059379101,149.3442,-91.50617,3.411648,-0.4512842,0.2426617,-1.746887,12.56198,29.90163,-11.77847,890.5554
2.079397202,140.7254,-3.09451,-6.767706,-0.6358871,-0.7618288,-3.223461,12.56198,29.90163,-11.77847,890.5573
2.099415302,38.03903,-0.6140227,4.569778,0.1384159,1.032949,-0.04380666,12.56198,29.90163,-11.77847,890.5573
2.119433880,-67.10986,114.3152,5.910771,-0.2226054,0.1210724,-2.023065,15.16253,28.4482,-11.75915,890.559
2.139451981,-30.66481,210.7589,12.43287,-0.6384562,0.8475117,-1.788337,15.16253,28.4482,-11.75915,890.559
2.159470081,190.3449,-60.91349,-11.64404,-0.7246658,-0.9824541,-1.135121,12.89894,30.98084,-7.543062,890.559
2.179488659,140.4792,-47.09363,-0.1236965,0.7840045,1.624539,0.4118459,12.89894,30.98084,-7.543062,890.559
2.199506283,-34.91263,-48.98352,-4.573355,1.307917,1.05626,1.685584,12.89894,30.98084,-7.543062,890.5608
2.219524860,-165.9794,89.51035,8.714665,0.08381803,-0.9464791,-2.888512,18.04916,29.06838,-11.29632,890.5608
2.239543438,89.32066,-90.32499,-2.500911,0.6623027,0.6197693,-0.1070093,18.04916,29.06838,-11.29632,890.5576
2.259561062,98.18568,91.28213,-7.560111,-0.4935413,-0.1560099,-2.099124,8.551651,34.29754,-6.702187,890.5576
2.279579639,-28.69481,51.59433,5.484091,-0.537603,0.8796772,-0.7084908,8.551651,34.29754,-6.702187,890.5593
2.299598217,159.8714,-19.09956,-6.889615,0.08327787,0.3047235,-0.4258659,8.551651,34.29754,-6.702187,890.5593
2.319616795,-19.02948,630.1976,48.03014,5.490144,-0.8337966,-2.69306,18.79212,24.05095,-14.72409,890.5611
2.339634419,-48.27171,1934.402,65.46304,16.01877,-2.010519,-15.78625,18.79212,24.05095,-14.72409,890.5611
2.359652996,-124.5477,1933.753,75.03286,-5.811924,0.6727387,-15.82965,29.95686,14.98669,-48.17371,890.554
2.379671097,-15.95135,174.5556,-7.377248,-1.040262,0.264873,1.166152,29.95686,14.98669,-48.17371,890.554
2.399689198,-830.3012,-159.4243,41.87376,2.013092,-0.5539462,0.03129848,-15.60747,32.95931,-24.89688,890.5505
2.419707775,75.90002,11.55218,19.3207,-2.008803,0.2440123,-0.6341154,-15.60747,32.95931,-24.89688,890.5505
2.439725876,-126.3331,155.0661,9.263253,0.277036,-0.07221668,-0.7467772,-15.60747,32.95931,-24.89688,890.5505
2.459743977,113.0223,-10.12256,20.47883,-0.3366046,0.8111687,1.318209,-19.5965,12.40265,8.910348,890.5505
2.479762077,117.2085,-37.88039,-5.487668,-1.028925,1.54443,2.652213,-19.5965,12.40265,8.910348,890.5522
2.499780655,65.49595,197.7068,-6.401981,1.410715,-0.3309602,1.308688,-20.69843,8.792394,14.05327,890.5522
2.519798756,173.8461,-128.182,-3.598087,-0.2239915,0.4217547,1.431269,-20.69843,8.792394,14.05327,890.554
2.539816857,-336.8156,176.0912,37.05838,1.363875,-0.2681168,1.609564,-20.69843,8.792394,14.05327,890.554
2.559835434,157.2242,-62.09468,-0.06274223,1.41592,1.368896,1.055136,-5.84031,47.38931,12.54821,890.5558
2.579854012,264.8972,-42.54607,-19.75096,-0.2344194,3.954681,7.740493,-5.84031,47.38931,12.54821,890.5558
2.599871636,29.48183,-0.436845,11.45761,-3.635694,-1.603304,-8.598145,-20.36825,12.02303,15.74426,890.5558
2.619890213,207.0899,136.4624,6.215542,-1.350037,0.830003,-1.82009,-20.36825,12.02303,15.74426,890.5558
2.639908791,-470.9604,18.7574,58.87999,3.69897,-6.886409,-4.238976,-20.36825,12.02303,15.74426,890.5525
2.659926415,224.943,-85.71837,-25.23684,0.3591118,-2.198394,-1.670943,-10.05206,34.90757,15.89794,890.5525
2.679944992,491.1396,-22.17064,-3.232362,1.419777,1.847824,4.078092,-10.05206,34.90757,15.89794,890.5525
2.699963570,-110.019,-131.1349,-7.925836,-0.06494796,1.588936,5.405846,-17.5683,22.80848,14.49211,890.5525
2.719981194,418.2495,-72.31192,-6.219119,-0.2689463,-1.466031,-0.5362797,-17.5683,22.80848,14.49211,890.5525
2.739999771,181.2952,173.1973,14.07864,1.72986,1.137412,1.08943,-17.5683,22.80848,14.49211,890.5525
2.760017872,15.81494,1934.521,49.98067,9.243038,0.6696923,-15.58973,-13.29272,36.02999,9.40338,890.5525
2.780035973,-250.6279,1934.521,80.7016,0.001704196,0.2660047,-15.81554,-13.29272,36.02999,9.40338,890.5525
2.800054074,189.483,48.58231,-39.37821,1.441137,-0.08924027,3.11038,-3.391437,16.67132,-46.29005,890.5472
2.820072651,-181.8009,-84.30095,17.61398,0.9162734,-0.07208148,-0.6965433,-3.391437,16.67132,-46.29005,890.5472
2.840090752,76.45409,22.71437,3.838328,-0.8344171,0.1808158,-1.748068,-3.391437,16.67132,-46.29005,890.5472
2.860108853,211.153,13.2649,-7.377248,-0.7686106,0.4671584,-0.1434934,1.219522,8.898766,-19.21346,890.5472
2.880127430,-156.314,-16.32378,9.933749,0.7620925,0.7014979,-1.48339,1.219522,8.898766,-19.21346,890.549
2.900145054,-97.46021,-3.153569,6.520313,-0.2154412,-0.2287677,-2.043333,11.88202,30.65127,-12.6533,890.549
2.920163631,-228.7732,204.3215,8.531802,-0.07944137,0.07723932,-1.955362,11.88202,30.65127,-12.6533,890.549
2.940182209,284.1662,-86.5452,-11.46118,0.06469171,0.7861736,-0.7630129,11.88202,30.65127,-12.6533,890.5508
2.957697868,-82.37738,-2.267681,-3.293316,-0.07078541,-0.1832609,0.4315048,15.12348,25.56976,-10.89646,890.5508
2.977716446,-36.20544,38.8966,1.70493,0.09399658,0.07058464,-1.474197,15.12348,25.56976,-10.89646,890.5475
2.997734070,22.77151,-13.84329,-5.243851,0.2700049,-0.2103779,-0.486578,13.64667,30.97376,-9.153563,890.5475
3.017752647,1.593983,-29.31681,-2.683774,-0.129251,-0.2015792,1.118165,13.64667,30.97376,-9.153563,890.5492
3.037771225,-106.3868,-35.22272,2.192564,0.412491,0.6257627,-0.06374714,13.64667,30.97376,-9.153563,890.5492
3.057788849,-231.8513,230.6028,9.141345,-0.6372178,-0.6385221,-2.596811,16.58405,26.94782,-10.00894,890.5492
3.077807426,59.09344,60.45321,3.655465,0.237732,0.1832711,-2.421185,16.58405,26.94782,-10.00894,890.5492
3.097826004,127.3048,34.64434,-7.194386,0.4869286,0.1308673,0.1700701,9.218223,36.43393,-8.432044,890.5492
3.117843628,49.18186,-91.32899,-6.82866,0.2781467,-0.1874113,-0.7767147,9.218223,36.43393,-8.432044,890.5492
3.137862206,-105.2171,9.13075,3.533556,-0.6834038,-0.5840322,-2.014347,9.218223,36.43393,-8.432044,890.5478
3.157880783,-88.71832,146.9159,4.265007,0.8265254,0.4937001,-1.262202,15.15577,22.63554,-11.77485,890.5478
3.177898407,172.6764,1934.521,32.24299,14.37636,8.900867,4.313617,15.15577,22.63554,-11.77485,890.5478
3.197916985,-110.573,1934.521,90.63714,7.521945,2.278161,-15.77627,34.60415,22.14885,-54.51939,890.5478
3.217935085,75.16127,312.6361,7.861306,-2.274912,1.427608,-4.208852,34.60415,22.14885,-54.51939,890.5389
3.237953186,-45.3167,-17.91838,20.53978,-2.402853,1.912863,0.7457333,34.60415,22.14885,-54.51939,890.5389
3.257971764,-133.1049,18.69834,10.54329,0.1584621,1.397777,5.088495,22.91711,24.43535,-38.32162,890.5406
3.277989864,-340.3862,-171.7086,12.37192,-0.7391947,1.233027,2.965495,22.91711,24.43535,-38.32162,890.5406
3.298007965,77.62377,276.6691,-5.609576,-3.662349,-5.006544,-8.821104,-23.61282,14.9909,6.704496,890.5406
3.318026066,23.20245,28.38405,19.19879,-1.828592,-1.526182,-1.726061,-23.61282,14.9909,6.704496,890.5406
3.338044643,-291.3824,-125.4652,-27.79691,1.173485,1.359962,8.550327,-16.67993,7.684257,13.2154,890.5424
3.358062744,3.871799,34.76245,-17.49565,-0.599328,-0.4373883,-1.712866,-16.67993,7.684257,13.2154,890.5424
3.378080845,53.36812,1.275872,8.531802,-1.779123,1.21402,2.435617,-16.67993,7.684257,13.2154,890.5409
3.398099423,22.83307,259.9553,37.36315,-0.5522355,-1.117671,-2.613085,-18.17175,47.59997,14.5534,890.5409
3.418117046,108.0357,-278.2514,-31.69798,0.4113388,-0.4973856,0.4820457,-18.17175,47.59997,14.5534,890.5445
3.438135624,-449.7213,127.7807,28.15906,3.611273,-1.14387,2.171411,-14.92408,10.89603,13.23971,890.5445
3.458154202,-41.3767,-93.6323,-6.767706,-0.2200262,-1.283124,0.1248326,-14.92408,10.89603,13.23971,890.5445
3.478171826,-118.3299,-198.7577,0.5467999,-4.920189,3.709529,3.794731,-14.92408,10.89603,13.23971,890.5445
3.498190403,246.8593,275.0154,-4.268583,-0.06746358,0.9038146,0.1448519,-17.69288,34.3022,17.56963,890.5462
3.518208981,537.8657,75.0999,-11.64404,-0.7412294,-0.7456796,-3.430417,-17.69288,34.3022,17.56963,890.5462
3.538226605,266.0668,-14.552,9.568025,-0.1817688,1.256329,3.575121,-15.34836,22.77076,14.07644,890.548
3.558245182,136.0467,46.21994,6.946992,-0.4855929,-0.9570581,-1.628418,-15.34836,22.77076,14.07644,890.548
3.578263760,186.528,58.97674,4.02119,1.702254,-0.7618604,0.5861557,-15.34836,22.77076,14.07644,890.548
3.598281384,451.0624,1755.925,17.73589,11.45386,-1.050581,3.383733,-21.9721,31.13687,17.08751,890.548
3.618299961,47.76592,1934.521,69.18125,10.51817,0.9732388,-15.77566,-21.9721,31.13687,17.08751,890.5445
3.638318539,151.3758,759.5372,27.54952,-9.862841,0.4762236,-15.20188,-1.280487,15.86178,-36.38383,890.5445
3.658336163,-143.4474,-36.34485,-4.207629,-0.8489089,0.4327338,-0.8290753,-1.280487,15.86178,-36.38383,890.5394
3.678354740,-71.9733,41.55426,13.40814,-0.4401422,-1.296777,-2.210348,-1.280487,15.86178,-36.38383,890.5394
3.698372841,26.21902,43.26698,-3.598087,-0.3429625,-0.4536863,-1.503042,4.508543,7.749049,-21.79952,890.5394
3.718390942,-2.222897,-39.00252,-0.6113302,0.1102834,0.4020733,0.6451187,4.508543,7.749049,-21.79952,890.5394
3.738409043,-104.2321,12.61524,3.411648,0.0494803,-0.2262013,-1.226053,10.77548,30.67257,-13.09851,890.5394
3.758427620,81.00972,-50.04659,3.533556,-0.5904037,0.2504379,-1.902804,10.77548,30.67257,-13.09851,890.5413
3.778445721,71.96001,-49.63318,-9.815416,-0.7200279,-1.075734,-5.010937,10.77548,30.67257,-13.09851,890.5413
3.798463822,71.59064,53.36611,2.558289,0.05240283,0.9897563,-0.0197841,14.81776,25.57685,-11.33456,890.5413
3.818482399,-76.09799,134.7497,6.032679,-0.6216853,-0.4182402,-1.833553,14.81776,25.57685,-11.33456,890.5413
3.838500023,37.91591,144.8488,8.836574,-0.6860049,0.896533,-1.289983,15.07384,30.58632,-10.44803,890.5397
3.858518601,80.33253,-25.65514,-4.085721,0.05753542,-0.2737394,-0.1447305,15.07384,30.58632,-10.44803,890.5397
3.878537178,71.22127,-117.256,2.375427,0.7148295,0.703056,0.8842218,15.07384,30.58632,-10.44803,890.5416
3.898554802,-45.74764,45.86559,-0.855147,1.485796,0.8364356,-0.2085416,15.83979,26.58771,-8.399393,890.5416
3.918573379,-199.7772,60.92569,10.29947,0.5041124,-0.5978766,-2.277088,15.83979,26.58771,-8.399393,890.5433
3.938591957,126.6892,-31.85635,-6.706752,1.326678,0.4388201,0.3104163,13.22508,36.7345,-9.577223,890.5433
3.958609581,-9.241032,65.35513,-0.4284675,-0.5175392,0.4862145,-2.106922,13.22508,36.7345,-9.577223,890.5433
3.978628159,-31.03419,48.40514,4.386915,-0.03859364,0.6556181,-0.9504035,13.22508,36.7345,-9.577223,890.5433
3.998646736,125.6426,-24.82831,2.070655,0.1771241,0.773744,-0.3535805,13.7286,23.02298,-10.48038,890.545
4.018664360,33.29871,1047.746,57.53899,6.655769,-2.969866,-4.831498,13.7286,23.02298,-10.48038,890.545
4.038682938,4.302737,1934.521,111.9711,16.01675,0.3378714,-15.76681,33.04316,26.38417,-34.80503,890.545
4.058701515,-97.6449,1778.309,55.22273,-5.912713,-0.9089587,-15.84305,33.04316,26.38417,-34.80503,890.545
4.078719139,-85.76332,235.1504,-1.03801,-2.206124,0.9886507,-0.04252455,33.04316,26.38417,-34.80503,890.5364
4.098737717,-486.5357,28.79747,41.81281,1.108555,-3.511834,-2.532264,23.23167,16.75044,-14.26869,890.5364
4.118755817,-165.9794,-147.4353,-5.853393,0.3999468,0.8831728,3.766541,23.23167,16.75044,-14.26869,890.5364
4.138773918,-84.22426,188.0211,-3.476178,0.4781997,-1.844871,-0.5362051,-30.84085,18.73892,4.099893,890.5364
4.158792019,231.2224,-103.0227,4.569778,-0.9356969,-1.431374,-1.321607,-30.84085,18.73892,4.099893,890.5383
4.178810597,-223.6635,-330.0464,-20.78718,-1.898575,5.122238,6.83739,-14.9201,11.20689,11.93442,890.5383
4.198828697,-68.71049,166.0511,2.314472,-0.002981423,0.5703242,0.8307211,-14.9201,11.20689,11.93442,890.5383
4.218846798,261.6343,61.87064,-0.06274223,-0.5692407,-1.077636,-0.6503961,-14.9201,11.20689,11.93442,890.5383
4.238865376,-144.2478,180.5797,49.73685,1.372132,-4.202419,-0.4858898,-26.79912,39.84821,17.50322,890.5383
4.258882999,-80.34581,-106.271,-2.379003,-0.2969744,0.1326757,-0.7187851,-26.79912,39.84821,17.50322,890.5383
4.278901577,-202.486,-139.9347,0.9125252,-2.278583,6.775873,8.754861,-10.22699,16.2005,12.42515,890.535
4.298920155,-20.26073,-48.1567,6.946992,-1.907761,-1.719555,-4.918868,-10.22699,16.2005,12.42515,890.535
4.318937779,324.0588,78.93875,-1.76946,-0.748417,1.731647,1.303337,-10.22699,16.2005,12.42515,890.5367
4.338956356,27.51183,329.468,18.71115,-1.023404,-3.357911,-5.142831,-23.0782,29.6799,19.18846,890.5367
4.358974934,116.6544,-69.5952,-4.146675,-0.07255437,-1.655411,-1.570155,-23.0782,29.6799,19.18846,890.5385
4.378992558,643.3223,103.7436,9.019436,-0.9744794,2.628438,1.702856,-13.20329,24.14168,13.6639,890.5385
4.399011135,175.3236,53.9567,-8.352515,0.1309537,-0.6779947,-0.7720408,-13.20329,24.14168,13.6639,890.5385
4.419029713,205.1199,-105.1488,0.9125252,0.270636,-0.7222611,-0.6526585,-13.20329,24.14168,13.6639,890.5385
